,bact_name,Nortriptyline,NHQ,Indole-2-carboxylic acid,MLS000736964-01!,PQS/HQNO,2-Heptyl-4-hydroxyquinoline N-oxide,19-Norepiandrosterone,16.beta.-Hydroxyfurazabol,"(2S,3S)-(-)-3-Phenylglycidol",MLS001401453-01!ZOLPIDEM TARTRATE,MLS000737174-01!,"1(6H)-Pyridazinebutanoic acid, 6-imino-3-(4-methoxyphenyl)-",3-Phenoxypropionic acid,4-(1-Piperazinyl)-1H-indole, Lyso-Sphingomyelin ,"2-Methylamino-1-(3,4-methylenedioxyphenyl)propan-1-one",Gliotoxin,3-(2-Hydroxyethyl)indole,Rha-Rha-C10-C10 (M+H),Massbank:FIO00114 Harman,Phenazine-1-carboxylic Acid,2-Hydroxy-7-methylquinoline-3-carbaldehyde, 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine ,PC(0:0/18:0);  C26H55N1O7P1, Sertraline ,Norbolethone,Pyochelin,2-Hydroxy-6-methylquinoline-3-carbaldehyde,"NCGC00380742-01_C22H25N3O3_9-Methoxy-12-(2-methyl-1-propen-1-yl)-1,2,3,5a,6,11,12,14a-octahydro-5H,14H-pyrrolo[1'',2'':4',5']pyrazino[1',2':1,6]pyrido[3,4-b]indole-5,14-dione",L-Tryptophan, Lyso-PC(16:0) ,"NCGC00385669-01!(E)-3-(acetyloxymethyl)-5-(2-formyl-4-hydroxy-5,5,8a-trimethyl-1,4,4a,6,7,8-hexahydronaphthalen-1-yl)pent-2-enoic acid","1H-Indole-3-carboxylic acid, 1-(cyclohexylmethyl)-",L-Tryptophanamide,Coproporphyrin I, Palmitoylcarnitine , DL-Indole-3-lactic acid , Dibutyl phthalate ,Aztreonam,"C9:db-PQS, C9:DB-NQNO",1-O-Octadecyl-sn-glyceryl-3-phosphorylcholine,Azithromycin,Tyr-Trp, 1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine ,4-(p-Methoxyphenyl)-2-butanone,"NCGC00169614-02_C24H21N5O4_(1S,3S,12S,14R,27S)-12-Hydroxy-1,3-dimethyl-2,5,15,23,25-pentaazaheptacyclo[12.10.2.1~2,5~.0~6,11~.0~12,27~.0~15,24~.0~17,22~]heptacosa-6,8,10,17,19,21,23-heptaene-4,16,26-trione",PC(20:0/20:4);  C48H89N1O8P1," 1,2-Diarachidonoyl-sn-glycero-3-phosphocholine ","Massbank:UF408702 Sulfamethoxazole|4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide",cis-Vaccenic acid," Inosine, 2'-deoxy- ","NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate", Tris(2-butoxyethyl) phosphate , Harmane ," 1-Octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine ", 1-Octadecyl-sn-glycero-3-phosphocholine , 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine , Abrine , Azithromycin , 1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine ,Ivacaftor,Eicosanoids_12-oxoETE_C20H30O3,(-)-Riboflavin,"5S-Hydroxy-6E,8Z,11Z-eicosatrienoic acid", 1-Behenoyl-2-hydroxy-sn-glycero-3-phosphocholine , Phe-Pro ,"10E,12Z-octadecadienoic acid",1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,DescladinoseAzithromycin,SM(d18:1/25:0);  C48H98N2O6P1,Octocrylene,.gamma.-Phenyl-.gamma.-butyrolactone, Glu-Phe ,7-Oxocholesterol, 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine ,"2,3-Methylenedioxymethcathinone","1,2-Dimethoxy-4-(2-propenyl)benzene",PC(18:1/20:5);  C46H81N1O8P1,"NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole", N-Tetracosanoyl-4-sphingenyl-1-O-phosphorylcholine ,3-Hydroxymethylmefenamic acid,1-O-Hexadecyl-2-O-acetyl-sn-glyceryl-3-phosphorylcholine,NHQ_C9:db," 1,2-Diheptadecanoyl-sn-glycero-3-phosphocholine ","1,2-dioleoyl-sn-glycero-3-phosphatidylcholine",Gly-Phe, Sulfadimethoxine , Coproporphyrin I ,NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid, 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine , Ethenzamide ,PC(O-18:0/18:1);  C44H89N1O7P1,N-(3-(Aminomethyl)benzyl)acetamidine,MLS000777209-01!phenazine-1-carboxylic acid,Massbank:FIO00571 Caffeine,2-(4-Acetylpyridin-2-yl)benzonitrile," 1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine ",D-erythro-C18-Sphingosine, PAF C-16 , 1-Arachidoyl-2-hydroxy-sn-glycero-3-phosphocholine ,"2,6-Di-tert-butyl-4-hydroxymethylphenol", 1-Lignoceroyl-2-hydroxy-sn-glycero-3-phosphocholine , 1-Oleoyl-2-palmitoyl-sn-glycero-3-phosphocholine ,"NCGC00385199-01!2-[3,4-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]phenyl]-5,7-dihydroxychromen-4-one",19-Hydroxycholesterol,Putative Contaminant,NCGC00180497-02!,1-Eicosatrienoyl-sn-glycero-3-phosphoethanolamine,Lumisterol 3,1-Oleoyl-2-hydroxy-sn-glycero-3-phospho-(1'-rac-glycerol), 1-Myristoyl-sn-glycero-3-phosphocholine ,LysoPAF, 3-Indoleacetic acid , 1-Stearoyl-2-linoleoyl-sn-glycero-3-phosphocholine ,GalNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1/16:0), 1-Myristoyl-2-stearoyl-sn-glycero-3-phosphocholine ,PC(16:0/18:0);  C42H85N1O8P1,2-Hydroxyphenethyl alcohol,PC(16:0/20:1);  C44H87N1O8P1, 1-Hexadecanoyl-sn-glycero-3-phosphocholine , 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine ,Guanosine, 1-Linoleoylglycerol ,MLS001332469-01!D-Sphingosine123-78-4,SM(d18:2/16:0);  C39H78N2O6P1,Ethyl 4-hydroxyquinoline-2-carboxylate,PC(18:1/22:4);  C48H87N1O8P1,18:1(2S-OH) Ceramide,"Massbank:EA019911 Trimethoprim|2,4-Diamino-5-(3,4,5-trimethoxybenzyl)pyrimidine|5-[(3,4,5-trimethoxyphenyl)methyl]pyrimidine-2,4-diamine",SM(d19:1/24:0);  C48H98N2O6P1, D-erythro-C18-Sphingosine ,HHQ,2-(9H-Xanthen-9-yl)-malonic acid,PC(15:0/16:0);  C39H79N1O8P1,Massbank:PR040237 4-Methoxycinnamic acid|3-(4-methoxyphenyl)prop-2-enoic acid,UHQ (mixed MS2 C11:db:UHQ),C11:DB UHQ aka  2-undecenyl-quinoloin-4(1H)-one position of double bond unknown,1-Hexadecyl-sn-glycero-3-phosphocholine,C17-Sphinganine,PC(O-18:1/20:4);  C46H85N1O7P1,PC(17:0/18:1);  C43H85N1O8P1,phenylethylamide 359,Verruculogen,PC(O-16:0/O-16:0);  C40H85N1O6P1
30,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus,-0.022791104,-0.11613938,-0.11092454,-0.041905425,-0.09969431,-0.028698444,-0.084123954,0.0047131157,0.008140329,0.024273396,0.08943289,-0.030345144,0.031121928,0.048558757,0.010286466,-0.12281108,0.029947648,-0.06292809,0.00308685,0.015850883,-0.076718576,-0.043425202,0.04355037,-0.0031585237,-0.03541592,0.06798833,0.009769696,0.051984444,0.021055717,0.07240181,-0.006733786,0.03441996,-0.041503835,0.05103593,0.07019054,-0.028554907,0.01659149,0.02457366,0.041932818,-0.029410465,0.013335659,-0.04236381,-0.01166093,0.043754533,0.06361152,0.028743971,0.054512125,0.054335717,0.007576819,-0.002820327,0.016603101,-0.06638139,0.08547016,0.059150156,0.03705098,-0.06794246,-0.03216629,-0.019762084,0.013350828,-0.021971505,0.07096385,0.038128976,-0.007302406,-0.0073482026,-0.0036773118,-0.008316731,0.022046838,0.0029113712,0.031931553,0.097832225,-0.019779786,0.07003237,-0.024165168,0.0146386055,0.0052691,-0.12443702,-0.033819433,0.03299351,0.036685556,-0.008184843,-0.014911152,-0.04566457,-0.0033071954,0.015576997,-0.0049453457,0.10658107,-0.013992769,-0.019871619,-0.06311356,-0.043478556,-0.042987674,0.030124715,0.072553016,0.02248954,-0.076404504,-0.012243962,0.080464624,0.020782297,-0.023279881,-0.03918779,0.022013225,-0.00013089867,-0.014269184,-0.026790889,0.016176682,0.024308722,0.0041167657,-0.03163562,0.011679492,-0.007115298,-0.07124895,0.03475484,-0.069825865,0.049990896,0.072408,0.004223491,0.025180314,0.00030905256,-0.04382634,-0.031806123,-0.03477672,0.027700946,0.011503878,0.012416243,0.010270003,-0.07794783,-0.005211738,0.007646165,0.0058842944,0.03210161,0.020431528,-0.052443653,-0.044397548,-0.024299346,0.051852465,-0.0026595604,-0.07162123,0.017782379,0.0037246814,0.03703947,0.014498245,0.02930235,-0.08201283,0.08829389
31,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__,0.06970806,0.03660257,0.016145624,0.08670429,0.014986584,0.08358969,0.020362478,0.022735223,-0.03512525,-0.036476094,0.09223799,0.01690651,-0.07234951,-0.022320908,-0.095120326,-0.008313765,-0.06255097,0.0013292735,0.08583109,-0.067430645,0.04472792,-0.004920582,0.16916943,-0.12616043,-0.112305604,0.003370251,-0.087872975,-0.040112443,0.025618028,0.08308471,-0.0474992,0.026183821,0.046514098,0.104318455,-0.023277638,0.13473234,-0.012163775,-0.01404769,0.098390654,-0.020853823,-0.015714163,-0.017157057,-0.09115567,0.04692944,0.12265251,0.082590856,0.013098162,-0.013876825,-0.015697902,-0.0224854,-0.042259023,-0.035967775,-0.0061751665,-0.04611867,-0.073970675,-0.064481705,-0.08326216,-0.11883958,-0.09255059,-0.021236904,0.13203102,-0.009152613,-0.081185035,-0.0422989,0.055254027,-0.01951608,-0.057643652,-0.06873542,-0.037647307,0.0075562517,0.008239191,0.14511275,-0.112815656,-0.0006229971,0.043300476,0.01641323,-0.06466911,-0.01940215,0.05674965,0.041029032,0.029449664,-0.033661928,0.039519053,-0.0016923747,0.01622347,0.054703545,-0.107315086,-0.05693856,-0.105470724,-0.031743027,0.020966165,0.04888794,0.022939749,0.009960008,-0.006753308,0.071472995,0.09893622,-0.019361064,-0.003081339,0.047458246,0.04418813,-0.081019565,-0.002641643,0.017209617,-0.038986776,-0.06053011,0.01802761,0.074883625,-0.0054823696,-0.09432502,0.027473494,0.0030493233,0.0033187277,-0.011866673,0.1441936,0.0018435754,-0.0018859217,-0.027357275,-0.038000997,-0.074516356,-0.083135955,0.013821535,0.0022362354,-0.03770118,0.0030469385,0.06191029,-0.008081842,-0.014051491,-0.013501362,-0.046458434,-0.040037144,0.06934819,-0.041116748,-0.04401474,0.0033030566,0.020447237,0.018889952,-0.0151530085,0.06422483,-0.013241004,-0.037473664,-0.046420455,-0.0012209584,0.0034567765
32,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__anginosus,0.13822247,0.15844409,0.17439944,0.12402155,0.18006311,0.12744132,0.16358753,-0.020924082,-0.049543586,-0.054177623,0.0044085835,0.11754265,-0.05148035,-0.10753884,-0.0746595,0.029604847,-0.047622226,0.14959213,0.008657853,-0.019360252,0.14751796,-0.059685934,-0.001682383,0.007334944,0.14639641,0.0479372,0.024525976,-0.058242388,-0.10400829,0.000576754,-0.0012364486,-0.100611895,0.12328713,-0.008880955,-0.003814976,-0.012008233,-0.03859057,-0.006973139,-0.057993773,0.0961306,0.044809513,-0.037150964,-0.038513403,-0.04237366,-0.07512683,0.08610531,-0.09475901,-0.07571495,0.1544927,-0.039592013,-0.063312046,-0.09844944,-0.10819323,0.015168883,-0.07708578,0.026013067,0.022692544,-0.0102898,-0.026637092,0.004664155,-0.053613476,-0.076996356,0.018934924,0.028302446,-0.012034706,-0.049045347,-0.006371769,-0.033024408,-0.0475456,-0.06609636,0.054130167,-0.011577758,-0.035127822,-0.018681685,0.016860586,-0.035171565,0.18367884,-0.084650286,-0.08422325,-0.038795613,-0.05541935,0.015705803,-0.05988647,-0.06274786,0.0006886816,0.045990124,0.07331547,-0.01026602,0.05738066,-0.07412828,-0.0625511,-0.037881643,-0.045060433,-0.037772857,-0.055374246,0.07910559,-0.058180224,0.036845557,0.027092582,0.044189226,-0.09200126,0.027606146,-0.0082600005,-0.03825639,0.014930011,0.032739025,-0.052463926,0.0513025,0.0061655818,0.004851417,-0.07346179,-0.04830639,-0.007372268,-0.016038157,-0.035308424,-0.034387186,-0.013867877,-0.015301534,0.005326416,0.03676842,0.046925317,-0.026762415,0.036290303,-0.009711864,0.002830469,-0.039450508,-0.06618044,-0.034489933,0.107658535,-0.055575825,0.044017874,-0.046634458,-0.07701327,0.038738836,-0.054568954,0.01701037,0.09499791,0.023941714,-0.048984364,-0.050239608,-0.040136352,0.042688146,-0.029516589,0.037735447
33,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales,0.053487953,0.05669349,0.067737184,0.042384364,0.07019369,0.016965903,0.07201173,0.001022441,-0.024792805,-0.013041275,-0.021003613,-0.011365223,-0.021232381,-0.0658449,0.005337204,0.073782034,-0.020281266,0.06278186,0.01678814,-0.023501223,0.042288456,0.00638138,0.014777618,-0.030484827,0.04544897,0.018708222,-0.0020248154,-0.044165436,-0.02167339,0.019275343,-0.054373626,-0.033180386,-0.0009924944,0.0035451232,0.002028522,0.0636476,-0.029421594,0.016335966,-0.023330819,0.0393476,-0.042525068,-0.027499435,-0.005422217,0.014545423,0.014203264,-0.016188554,-0.034692768,-0.05381685,0.04306442,-0.029912708,-0.017015507,0.0017978095,-0.02688796,-0.021670721,-0.03793646,-0.0074922363,-0.045603137,-0.04037013,-0.04738039,0.021800986,0.0024849924,-0.021872766,0.00083781226,0.0023686697,-0.000108066415,0.010048527,-0.015019962,-0.023924751,-0.06078446,-0.03616876,0.015654964,0.043655332,-0.010173878,-0.04778141,-0.029739747,0.06331405,0.04025299,-0.022004278,0.014920221,-0.03414908,0.013638264,-0.028754348,0.0039850892,-0.030946312,-0.022907212,-0.040946823,0.03039351,0.0071351384,-0.02347082,0.011634415,0.011113818,-0.023665214,-0.015735496,-0.05509449,0.05795859,0.041941725,0.022963617,-0.046034656,-0.011844753,-0.006051727,0.02224535,-0.019246146,-0.0036633923,0.024116727,-0.043713722,0.013053676,0.011417941,-0.011096839,0.02237125,-0.038957298,0.06618274,0.033819467,0.041149758,-0.03353867,0.015778173,-0.0054933154,-0.06168682,-0.028757557,-0.004751599,-0.036802333,-0.023280637,-0.015850233,-0.009502767,-0.03549232,-0.00920325,0.072802894,-0.0013876859,0.0032587422,0.0053730314,-0.04791239,-0.034612983,0.041957077,-0.009197353,-0.03322713,0.0144920815,0.013768418,0.07002426,-0.010892884,0.04380075,-0.008793094,0.010709396,-0.055814125,0.048905026,-0.02712493
34,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,-0.0005745562,-0.010833326,-0.019277675,-0.00036478066,-0.016329367,-0.014776974,-0.013824888,0.049768433,0.0055758776,-0.012832372,-0.011261683,0.01615889,-0.010915547,-0.014167521,-0.004160145,0.016167566,-0.010385931,-0.03501024,0.0044467538,0.0022131093,-0.011690248,0.017453182,-0.008558115,0.017858058,0.0029550623,0.05407313,0.00086550735,-0.011337088,0.0056313104,-0.016762288,0.017744415,-0.004345786,0.011483286,-0.028237082,0.03025471,-0.008567481,-0.0027486137,0.030561313,0.0024749916,-0.019580258,0.02107828,-0.014103431,-0.015741145,-0.0075358446,0.006010831,-0.010614639,-0.03142922,-0.0011997323,-0.0060347896,-0.0024922304,-0.025591867,-0.029620854,-0.004382018,-0.013080126,0.00905142,0.000813813,0.01027725,-0.010174202,0.004680769,-0.00804921,-0.013032704,-0.010051123,0.016420048,0.033949975,0.001654505,-0.02714331,0.036158957,0.009141937,-0.008037236,0.014090845,0.005430049,-0.021491176,-0.0024270709,0.023407146,0.036394686,-0.02775044,-0.033580955,-0.007830528,0.01607101,0.01327126,-0.024119243,0.004938586,-0.018672733,-0.012345745,-0.0074955914,-0.008447268,-0.04758302,-0.002893641,0.012901249,-0.026004909,0.020746604,0.016012905,0.026452279,0.0076518506,-0.034133807,-0.053320564,-0.01734348,0.041557364,-0.008760418,0.008493151,0.010762015,0.029380808,0.029948235,0.011287194,0.037373062,0.02702065,-0.032021422,0.009406438,0.005966857,0.0048756464,-0.002096607,-0.015917884,-0.017757414,-0.0024062975,-0.0035908995,-0.0088705765,0.012024973,-0.00256285,0.016921097,0.0085436655,0.03438671,-0.005944739,0.022041218,0.051709447,-0.008310185,-0.044019762,-0.003593784,-0.020316813,0.009953817,0.0012327519,0.035838142,-0.045274064,-0.011718979,0.016442768,-0.0044977856,0.019346409,0.019564098,0.020072028,-0.02505467,0.020936733,-0.011189686,0.031320874,-0.010062712,-0.0029234032
35,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoanaerobaculum; s__orale,0.08540824,0.09301628,0.119456165,0.06677672,0.120680526,0.05095884,0.13355131,0.0019833879,-0.0025349758,-0.03433549,0.0061437297,0.0141858915,-0.04018815,-0.07509767,-0.032345384,0.055515856,-0.035461243,0.16039596,-0.0043373154,-0.049076997,0.08419997,0.012297336,0.02465887,-0.058268838,0.11599711,-0.0126578715,-0.00653185,-0.050612874,-0.0673821,0.040345717,-0.025026707,-0.064124934,0.03152196,-0.016963469,-0.04718973,0.0443297,-0.046969756,-0.016032748,-0.002334943,0.07368449,-0.018834792,-0.07271132,-0.036825746,-0.013067093,-0.010799872,0.07891314,-0.08074331,-0.073837735,0.1080296,-0.024761198,0.005830813,-0.022978725,-0.07495996,-0.019559579,-0.014803132,-0.005106981,-0.016732264,-0.052749395,-0.060003772,0.0009907818,0.01402554,-0.04710036,-0.007188967,0.022106983,-0.016771747,0.018000022,-0.019621756,-0.048285082,-0.08047605,-0.038302977,0.026963597,0.025850331,-0.022512997,-0.017497733,6.313622e-06,0.035086136,0.088888586,-0.036911815,-0.061582364,-0.042916235,0.017245108,-0.033196457,-0.0047668223,-0.039363604,-0.011242917,-0.01704042,0.056753512,0.0016889819,0.005533506,-0.019775312,0.025559658,-0.04296768,-0.036390103,-0.07035359,0.10028941,0.12851492,-0.0051222714,-0.04057364,0.004014267,0.043116555,-0.019774595,0.033446554,-0.018947698,0.008032063,-0.025438596,0.01373472,-0.024278155,0.032692764,0.03794379,-0.013033427,0.014152335,-0.028534725,0.058588386,-0.036592145,0.0115237795,-0.02715304,-0.06797519,-0.06140655,-0.001310913,-0.002546249,-0.02719387,0.020705989,0.015606777,-0.068174385,-0.04235821,0.05369072,-0.07173662,-0.0037496903,0.09192318,-0.083921105,-0.027695032,0.027495982,-0.044604655,-0.015872022,-0.031592958,-0.008470722,0.0597573,-0.009178135,0.0010115611,-0.023702577,-0.017165504,-0.015319866,0.06919458,-0.016284207
36,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Moryella; s__,0.02739136,0.030987058,0.05008778,0.02652607,0.0523036,0.019138118,0.047373757,0.026329651,0.007437629,-0.010559343,-0.015555344,0.03296682,-0.019144848,-0.017088087,0.008008861,0.017958429,-0.012239164,0.05850841,-0.046140775,-0.015770854,0.039523486,-0.006858109,-0.043344256,0.014610708,0.033293415,0.019950172,0.000779448,-0.010340089,-0.026164038,0.038247894,0.0040244907,-0.027951956,0.03083397,-0.084416725,-0.05033759,-0.045386378,-0.010637827,0.0016247232,0.018226102,0.040170074,0.020531256,-0.024338648,-0.013754413,-0.040738817,-0.065117314,0.026936812,-0.03370157,-0.042295218,0.05108128,-0.00858729,0.013251127,-0.034961976,-0.022879016,-0.049811605,0.019870922,0.013249758,0.000983972,0.00067993754,0.008082435,0.028760687,-0.01743605,0.0036037203,0.05477397,0.042739913,-0.013688568,-0.016999617,0.015046861,-0.013136391,0.0021885603,0.0056812107,0.053624902,-0.047590557,0.025051111,-0.0032085208,-0.016442668,-0.02540958,-0.024857676,-0.0036714058,-0.040799942,-0.021748852,-0.01015213,0.025679382,-0.0057320083,-0.037676822,0.008736249,-0.05972152,-0.022312129,-0.03137372,0.0165644,-0.02270369,0.006425606,-0.012088902,-0.010506797,-0.018560903,0.0016319697,0.025888562,-0.036025725,0.010289936,0.058433555,0.012327135,-0.05232576,0.019115893,-0.025529303,-0.02224434,-0.0056409063,0.027898457,-0.016310997,0.006812591,0.020006003,0.02276466,-0.03672143,-0.025944624,0.00051749544,-0.014891099,-0.05220177,0.0069643464,-0.0024447208,-0.027269864,-0.019156372,0.011299943,-0.0022837713,0.05724461,0.0057752384,-0.007974893,-0.015814062,0.0028237274,-0.026720922,4.6734334e-05,0.10803287,-0.03149427,0.015012545,-0.013954245,0.0007111651,0.014392656,-0.024239589,-0.010559083,0.025956282,2.4522511e-05,-0.020890383,0.04907448,0.007276913,0.007779777,0.02794701,0.020781431
37,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Oribacterium; s__,0.07163149,0.062312473,0.07304937,0.059518382,0.07274067,0.053795967,0.076567166,-0.014735074,0.0031968257,-0.05176939,0.06108364,0.049010936,-0.04183583,-0.055251848,-0.03340873,0.018143905,-0.041269377,0.10467164,0.013567528,-0.05122096,0.07176559,0.03751524,0.0062864097,-0.0085566295,0.08624826,0.031360604,0.024458382,-0.030574951,-0.07435753,0.032729886,-0.030915331,-0.06960292,0.08466121,0.019407455,0.012299111,-0.005476587,-0.052037667,-0.008211489,0.0073724245,0.039418995,-0.05219501,-0.049917787,-0.057459835,-0.026540302,0.011453466,0.12513529,-0.041518215,-0.018341118,0.11913786,-0.037370473,0.03466014,-0.025307247,-0.033395465,0.019700482,-0.017961454,0.014324183,-0.003930549,-0.06398987,-0.014618473,-0.046674337,0.039255787,-0.04486489,-0.012521433,0.03626812,-0.06491662,-0.032922156,0.0189512,-0.040936776,-0.03387648,0.010139295,-0.026512843,0.022731815,-0.0018930191,-0.035170212,0.0019034795,-0.020079346,0.03956704,-0.024103599,-0.03349719,-0.041217092,-0.02470787,-0.0349519,-0.042600278,-0.033222806,-0.043339264,0.09377971,0.024931004,-5.106274e-06,0.03333769,-0.07322951,0.0194838,-0.044864062,-0.03209386,-0.027636368,0.018782252,0.0676212,-0.004996511,-0.048011776,-0.024982557,0.03821157,-0.009059443,0.067340195,-0.020658683,-0.017496562,-0.011826619,0.014142347,-0.039363924,0.011430306,0.05074502,0.025974395,0.008107593,-0.027448535,0.007884129,-0.01073675,0.006813454,-0.054810748,-0.010616456,-0.0283159,-0.017666714,0.009766167,-0.0077683534,0.011564723,0.0071284343,-0.011505935,-0.07069387,-0.032177404,-0.06397817,-0.048838682,0.13284558,-0.026251268,-0.024660893,-0.019168435,-0.035368167,-0.005150841,-0.030190296,-0.005117834,0.011894983,0.018899286,-0.022338858,-0.012694014,-0.045514595,0.009893457,0.036467914,-0.021016516
38,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Peptostreptococcus; s__,-0.062613614,-0.032675207,-0.0590398,-0.06336875,-0.058361746,-0.05758469,-0.054234605,-0.016715256,0.07663791,0.06698801,0.0007148789,-0.00822514,0.09135011,0.058224708,0.026752125,-0.027766125,0.08684853,-0.050611652,-0.05692142,0.095631145,-0.05331634,0.0077103637,-0.04151125,0.03888352,-0.019263372,-0.016954586,-0.00051439257,0.08675259,0.04137947,-0.060677364,0.050668065,0.04227972,-0.034354806,-0.021606036,0.012746529,-0.066127464,0.026389398,-0.017546302,-0.04166082,-0.03587774,0.027693456,0.072265,0.08020232,-0.032623615,-0.06412914,-0.04868049,0.046267305,0.04865448,-0.040762063,0.02134328,-0.022913918,-0.008168258,0.04416585,0.058949243,0.01886603,0.040618576,0.05156635,0.059926376,0.032459147,0.015594213,-0.06644258,-0.0011884985,-0.025871126,-0.05359602,0.046036027,0.0046557784,0.010714651,0.022606304,0.026911972,-0.015132539,-0.038191732,-0.054465357,0.01389389,0.042414412,0.013114667,-0.021539414,0.022759296,0.04651523,-0.016088536,0.033415493,-0.009640215,0.023981545,-0.038030237,-0.019087901,0.018904062,-0.016475964,0.047234774,0.012478859,0.007717493,0.0050905664,-0.026489448,0.02352442,-0.0021626682,0.04071628,-0.030990692,-0.046725065,-0.0072730267,0.045339823,0.0029104243,-0.038089413,-0.054676604,-0.012317044,0.0040689628,-0.008722703,0.041817058,-0.023155417,0.029681114,0.020176737,-0.005308853,0.023771973,-0.030918768,-0.031439222,0.017510707,0.052628838,-0.038062327,-0.0002718379,0.043569237,0.010941776,0.0024699825,0.027204834,0.036649607,-0.0036266935,-0.018188708,0.011305406,0.049043983,-0.028550707,0.020724067,0.013390426,-0.030272808,0.028994817,0.03040198,-0.025056344,-0.005462536,-0.002200771,-0.030914376,-0.020163663,-0.016286977,0.035650086,-0.026443016,0.018484302,0.05624051,0.021210827,-0.034441426,0.013245994
39,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae,0.06407425,0.036616407,0.066120565,0.04945364,0.054391675,0.058776017,0.082139514,-0.003974607,-0.00075631327,0.01318395,0.081177995,-0.04160506,0.029185124,0.00486853,-0.030208347,-0.05441953,0.023217643,0.104134776,0.014875423,0.016655536,0.07963975,-0.0106629655,0.03192301,-0.03587654,-0.01880254,-0.11659044,-0.050615817,0.0040280344,0.024579914,0.03251179,-0.020878434,0.023488076,-0.0004442948,0.053251456,-0.09002015,0.007149196,-0.00086136616,-0.083593056,0.03236541,0.061932992,0.009692269,-0.020244699,0.008358477,-0.03346082,-0.004508099,0.104257196,-0.011280273,-0.012574703,0.00532562,-0.0029251992,-0.02673188,-0.05425647,0.008515629,0.014929091,0.0048927367,-0.019387098,0.0065527726,0.0050105494,-0.02281255,-0.012013768,0.0066774893,-0.024480026,-0.048195586,-0.08291821,0.03543114,0.03355392,-0.04095103,-0.018336324,-0.019674577,-0.038866922,0.004601215,0.013136499,-0.0306791,0.012177238,0.023294248,-0.046359297,-0.020893063,0.008248769,-0.037135664,0.028574381,0.03970872,-0.029675826,0.032527316,-0.05728703,0.019863468,0.004662446,0.00833535,-0.010234257,-0.03528643,-0.027507313,0.03338048,0.006934556,-0.007508323,0.007256346,-0.026092682,0.10663107,2.5931411e-05,0.014461957,0.001897414,-0.003832936,-0.060569845,-0.025643772,-0.031890284,0.03798022,-0.024115982,-0.06070869,0.033241615,0.03524539,-0.05924468,0.0022309138,-0.03819976,-0.04048079,-0.03328434,0.025610633,0.01622151,-0.04008228,0.01863894,-0.024029503,0.030569803,-0.017721605,-0.042729292,0.014036908,0.019037142,-0.019495348,0.014216142,0.07127803,-0.021205023,0.030608619,0.013061877,-0.0005790887,-0.040974308,0.1151028,0.00044115895,-0.0034074679,-0.06042371,0.0021166282,-0.0032933962,0.02899893,-0.038468655,-0.023791872,0.014727032,-0.0036961092,-0.028946083,-0.022757446
